Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Year,Kilometers,Owner,State,Accidental,Price
Honda,Amaze,ZX,Sedan,Manual,Electric,2015,141392,1st,Delhi,No,260706
Maruti Suzuki,Swift,V,Sedan,Automatic,Petrol,2023,119781,2nd,Kerala,No,982822
Maruti Suzuki,Celerio,V,Hatchback,Manual,Petrol,2020,161684,2nd,Maharashtra,Yes,904070
Honda,Brio,V,Hatchback,Automatic,Diesel,2019,116639,1st,Kerala,No,1097250
Hyundai,i10,Sportz,Hatchback,Manual,Diesel,2008,12074,1st,Delhi,No,484000
Maruti Suzuki,Dzire,Z,Sedan,Manual,Diesel,2013,174483,2nd,Tamil Nadu,No,238981
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Petrol,2015,68090,1st,Rajasthan,No,789720
Hyundai,i10,SX(O),Hatchback,Manual,Diesel,2011,124278,2nd,Maharashtra,No,279510
Maruti Suzuki,Celerio,L,Hatchback,Automatic,Petrol,2021,12646,1st,Delhi,No,2207040
Mahindra,Scorpio,AX7,SUV,Automatic,Diesel,2011,38069,2nd,Karnataka,No,983875
Maruti Suzuki,WagonR,V,Hatchback,Manual,Petrol,2021,125451,2nd,Karnataka,No,1016400
Mahindra,TUV300,W8,SUV,Automatic,Diesel,2018,90702,2nd,Tamil Nadu,No,1157506
Volkswagen,Vento,Highline,Sedan,Manual,Diesel,2019,115461,2nd,Gujarat,No,627627
Nissan,Terrano,XV,SUV,Manual,Petrol,2016,56142,2nd,Uttar Pradesh,No,588038
Ford,EcoSport,Trend,SUV,Manual,Petrol,2020,109847,1st,Maharashtra,No,346500
Toyota,Etios,G,Sedan,Manual,Petrol,2011,42064,1st,Maharashtra,No,919600
Maruti Suzuki,WagonR,ZX,Hatchback,Automatic,Petrol,2002,81478,2nd,Telangana,Yes,170677
Tata,Tigor,XE,Sedan,Manual,Diesel,2022,150198,1st,Uttarakhand,No,1083000
Tata,Tigor,XZA+,Sedan,Manual,Petrol,2017,12787,1st,Uttar Pradesh,No,1073975
Mahindra,TUV300,W11,SUV,Manual,Hybrid,2019,122246,2nd,Maharashtra,No,952493
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Petrol,2011,156305,3rd+,Gujarat,No,612562
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,CNG,2022,127916,2nd,Uttar Pradesh,No,321651
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,CNG,2020,46670,1st,Tamil Nadu,No,1467180
Hyundai,Aura,Magna,Sedan,Manual,Petrol,2023,155162,1st,Delhi,No,1332375
Maruti Suzuki,Ignis,Z,Hatchback,Manual,CNG,2023,102073,2nd,Madhya Pradesh,No,1188321
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Petrol,2022,123162,1st,Tamil Nadu,No,1247400
Kia,Sonet,HTK+,SUV,Manual,Petrol,2023,44003,2nd,Delhi,No,1626240
BMW,X3,Sport,Luxury,Manual,Petrol,2014,156819,3rd+,Tamil Nadu,Yes,192538
Maruti Suzuki,Dzire,L,Sedan,Manual,Diesel,2019,144443,2nd,Karnataka,No,880608
Honda,WR-V,E,SUV,Manual,Petrol,2018,142486,1st,Karnataka,No,606375
Hyundai,Creta,SX,SUV,Manual,Petrol,2021,177584,2nd,Gujarat,No,762300
Ford,Endeavour,Titanium,SUV,Manual,Petrol,2007,47053,1st,Telangana,No,1143450
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Petrol,2000,52417,1st,Maharashtra,No,789525
Maruti Suzuki,Alto,Base,Hatchback,Manual,Diesel,2023,99543,2nd,Maharashtra,Yes,624421
Mahindra,Scorpio,W4,SUV,Manual,Diesel,2011,73982,1st,Tamil Nadu,No,1105335
Hyundai,Creta,SX,SUV,Manual,CNG,2017,71304,2nd,Telangana,No,882057
Maruti Suzuki,Ertiga,L,MPV,Manual,CNG,2022,27130,1st,Telangana,No,1304160
Toyota,Innova,VX,MPV,Automatic,Diesel,2009,80699,2nd,Delhi,No,968062
Mahindra,Scorpio,W8,SUV,Manual,Petrol,2009,79668,1st,Delhi,No,552667
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Petrol,2021,34756,1st,Kerala,No,718200
Hyundai,Aura,Asta,Sedan,Automatic,Petrol,2022,179098,1st,Delhi,No,775912
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Petrol,2022,142852,1st,Kerala,No,712500
Toyota,Innova,V,MPV,Manual,Petrol,2015,129195,2nd,Jharkhand,No,658350
Maruti Suzuki,Celerio,V,Hatchback,Manual,Diesel,2019,143070,2nd,Delhi,No,203280
Hyundai,Aura,Asta,Sedan,Manual,CNG,2022,93655,2nd,Tamil Nadu,No,1368088
Hyundai,Grand i10,Asta,Hatchback,Manual,CNG,2023,12449,1st,Gujarat,No,836000
Skoda,Rapid,Style,Sedan,Manual,CNG,2020,84647,2nd,Karnataka,No,1216079
Hyundai,i10,SX(O),Hatchback,Manual,Diesel,2010,42798,2nd,Maharashtra,No,798600
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Diesel,2015,129175,2nd,Rajasthan,No,460845
Tata,Altroz,XM,Hatchback,Manual,Petrol,2023,171046,1st,Maharashtra,Yes,880848
Maruti Suzuki,Celerio,L,Hatchback,Manual,Diesel,2021,60284,2nd,West Bengal,No,242542
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Petrol,2014,34796,2nd,Telangana,No,344995
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Petrol,2014,157914,2nd,Maharashtra,No,670824
Tata,Tigor,XM,Sedan,Manual,Petrol,2018,73819,1st,Maharashtra,Yes,681382
Toyota,Glanza,VX,Hatchback,Manual,Petrol,2022,11529,1st,Andhra Pradesh,No,855000
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,CNG,2000,165805,2nd,Maharashtra,No,327745
Maruti Suzuki,Ignis,L,Hatchback,Manual,Diesel,2023,177867,1st,Karnataka,No,1188000
Maruti Suzuki,WagonR,L,Hatchback,Manual,Diesel,2012,88517,2nd,Delhi,No,711456
Honda,Brio,S,Hatchback,Manual,Petrol,2014,66559,1st,Karnataka,No,1052700
Kia,Carens,HTX,MPV,Manual,Petrol,2023,161306,1st,Tamil Nadu,No,825000
Honda,Jazz,E,Sedan,Manual,Diesel,2021,26474,1st,Madhya Pradesh,No,361000
Honda,City,E,Sedan,Manual,Petrol,2008,97694,2nd,Maharashtra,No,748048
Maruti Suzuki,Dzire,Base,Sedan,Manual,CNG,2022,124697,2nd,Tamil Nadu,No,393129
Hyundai,i20,Base,Hatchback,Manual,Petrol,2009,39877,1st,Andhra Pradesh,No,1045000
Volkswagen,Taigun,Highline,SUV,Manual,Petrol,2022,156241,1st,Delhi,No,606375
Hyundai,Creta,Magna,SUV,Automatic,Petrol,2021,161455,2nd,Gujarat,No,838530
Maruti Suzuki,Swift,Z,Sedan,Manual,Diesel,2009,80834,2nd,Delhi,Yes,547843
Hyundai,Aura,Magna,Sedan,Manual,Petrol,2021,141303,1st,Uttar Pradesh,No,812250
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2009,54096,2nd,Maharashtra,No,380184
Hyundai,i20,Era,Hatchback,Manual,Petrol,2017,45167,1st,West Bengal,No,539000
Tata,Harrier,XT,SUV,Manual,Petrol,2020,23068,1st,Maharashtra,No,346500
Hyundai,Aura,SX,Sedan,Automatic,CNG,2021,119526,2nd,Delhi,No,1081104
Maruti Suzuki,Baleno,V,Hatchback,Manual,Petrol,2020,115177,1st,Tamil Nadu,No,742500
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Diesel,2009,81882,2nd,Maharashtra,No,200097
Tata,Nexon,XZA,SUV,Manual,Petrol,2021,40731,2nd,Karnataka,No,711480
Honda,City,V,Sedan,Manual,CNG,2002,53093,1st,Delhi,Yes,468092
Maruti Suzuki,Swift,V,Sedan,Manual,Petrol,2023,101026,2nd,Telangana,No,1310430
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Petrol,2007,100806,2nd,Delhi,No,796603
Mahindra,XUV500,W6,SUV,Manual,Diesel,2018,69699,1st,Maharashtra,No,1125432
Honda,Brio,S,Hatchback,Manual,Petrol,2012,18320,2nd,Gujarat,No,532400
Mahindra,Scorpio,W4,SUV,Manual,Petrol,2017,52603,2nd,Andhra Pradesh,No,908786
Hyundai,i20,Era,Hatchback,Automatic,Diesel,2009,46531,1st,Delhi,No,532400
Maruti Suzuki,Alto,Base,Hatchback,Automatic,Petrol,2015,101155,1st,Rajasthan,No,329175
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2021,22361,1st,Delhi,No,1267200
Honda,City,ZX,Sedan,Manual,Petrol,2011,59879,1st,Karnataka,No,1026066
Renault,Kwid,RXT,Hatchback,Manual,Diesel,2022,63865,2nd,Tamil Nadu,No,1515888
Mahindra,XUV500,W6,SUV,Manual,Petrol,2011,99799,3rd+,Karnataka,No,124350
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Diesel,2015,72235,2nd,Telangana,No,891342
Maruti Suzuki,Baleno,L,Hatchback,Automatic,Diesel,2020,168847,2nd,Maharashtra,Yes,654291
Mahindra,TUV300,W11,SUV,Manual,Petrol,2016,63041,1st,Delhi,No,984753
Renault,Kiger,RXE,SUV,Manual,Petrol,2023,137998,1st,Karnataka,No,1645875
Maruti Suzuki,Celerio,V,Hatchback,Manual,Diesel,2023,79243,2nd,Delhi,No,842160
Mahindra,Scorpio,W6,SUV,Manual,Diesel,2012,124062,3rd+,Delhi,No,393060
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2023,78399,2nd,Madhya Pradesh,No,279290
Maruti Suzuki,Ertiga,V,MPV,Manual,Petrol,2016,30626,1st,Maharashtra,No,308000
Volkswagen,Vento,Highline+,Sedan,Manual,Petrol,2015,169895,2nd,Delhi,No,675906
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Petrol,2020,125320,2nd,Delhi,No,381150
Hyundai,i10,Base,Hatchback,Manual,Electric,2010,160084,2nd,Karnataka,No,263538
Hyundai,Aura,Sportz,Sedan,Manual,Petrol,2021,121016,1st,Uttar Pradesh,No,1015312
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Diesel,2021,137624,1st,Karnataka,No,1504800
Toyota,Urban Cruiser,V,SUV,Manual,Petrol,2022,82125,2nd,Delhi,No,972694
Hyundai,Creta,Asta,SUV,Manual,Diesel,2022,21668,1st,Madhya Pradesh,No,1496250
Range Rover,Velar,HSE,Luxury,Manual,Petrol,2019,91648,1st,Tamil Nadu,Yes,911775
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Petrol,2019,179213,1st,West Bengal,No,1091475
Maruti Suzuki,Alto,V,Hatchback,Manual,Petrol,2017,14975,2nd,Maharashtra,Yes,569676
Maruti Suzuki,Ertiga,Z,MPV,Automatic,Petrol,2018,113975,2nd,Rajasthan,No,557622
Hyundai,i20,Asta,Hatchback,Manual,Petrol,2023,129254,1st,West Bengal,Yes,854190
Maruti Suzuki,WagonR,V,Hatchback,Manual,Diesel,2008,27726,1st,Rajasthan,No,888250
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Petrol,2013,59830,1st,Maharashtra,No,454766
Ford,EcoSport,Titanium+,SUV,Manual,Petrol,2021,103576,1st,Delhi,No,519750
Mahindra,Thar,W6,SUV,Manual,Diesel,2019,87484,1st,Gujarat,No,351697
Maruti Suzuki,Dzire,Base,Sedan,Manual,CNG,2018,30368,2nd,Himachal Pradesh,No,158442
Toyota,Etios,G,Sedan,Manual,Diesel,2019,64217,1st,Tamil Nadu,No,636405
Renault,Kiger,RXT,SUV,Manual,Petrol,2023,170162,1st,Delhi,No,1386000
Toyota,Innova,G+,MPV,Manual,Petrol,2006,156246,2nd,Odisha,No,310365
Honda,WR-V,E,SUV,Manual,Petrol,2017,157627,2nd,Maharashtra,No,1013859
Tata,Nexon,XZ,SUV,Manual,Electric,2022,89220,2nd,Gujarat,No,1459042
Maruti Suzuki,Ignis,L,Hatchback,Manual,Diesel,2018,158879,2nd,Karnataka,No,975744
Toyota,Innova,G,MPV,Manual,Petrol,2009,18230,2nd,Gujarat,No,266200
Hyundai,Venue,Era,SUV,Manual,Hybrid,2019,86809,1st,Punjab,No,1084347
Maruti Suzuki,S-Presso,V,Hatchback,Automatic,Petrol,2023,62382,2nd,Karnataka,No,1204288
Maruti Suzuki,Celerio,L,Hatchback,Manual,Petrol,2019,74481,2nd,Maharashtra,No,679117
Maruti Suzuki,Ignis,V,Hatchback,Automatic,Diesel,2019,91823,2nd,Telangana,No,1296926
Hyundai,i20,Sportz,Hatchback,Manual,Petrol,2018,146937,2nd,Maharashtra,Yes,188190
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Diesel,2015,39019,1st,Uttar Pradesh,No,1292760
Hyundai,Aura,Sportz,Sedan,Manual,Hybrid,2023,155586,2nd,West Bengal,No,724185
Hyundai,Venue,Sportz,SUV,Manual,Petrol,2022,53578,1st,Telangana,No,1205820
Maruti Suzuki,Ertiga,V,MPV,Manual,Petrol,2014,153487,2nd,Haryana,No,413820
Honda,WR-V,ZX,SUV,Automatic,Diesel,2021,16724,1st,Delhi,No,2469852
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Petrol,2023,53307,2nd,Maharashtra,No,1061121
Hyundai,Aura,SX,Sedan,Manual,Diesel,2022,169203,1st,Delhi,No,470250
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2013,92078,3rd+,Gujarat,No,576037
Mahindra,Scorpio,W11,SUV,Automatic,Petrol,2017,67090,2nd,Delhi,No,272354
Maruti Suzuki,Alto,V,Hatchback,Automatic,Petrol,2004,14300,1st,Bihar,No,344850
Toyota,Etios,G,Sedan,Manual,Diesel,2018,38227,1st,Karnataka,No,1463000
Toyota,Etios,G+,Sedan,Manual,Diesel,2016,36247,2nd,Karnataka,No,257488
Honda,Jazz,E,Sedan,Automatic,Diesel,2009,107950,3rd+,Tamil Nadu,No,675690
Maruti Suzuki,Swift,Z,Sedan,Automatic,Hybrid,2021,104458,2nd,Uttarakhand,No,1083561
Mahindra,Scorpio,W6,SUV,Manual,Diesel,2011,53103,2nd,Maharashtra,No,826790
Hyundai,Venue,SX,SUV,Manual,Petrol,2021,135827,1st,Delhi,No,952875
Honda,Jazz,E,Sedan,Automatic,Petrol,2021,53288,1st,Tamil Nadu,No,1000065
Kia,Sonet,HTK,SUV,Manual,Petrol,2021,44097,1st,Karnataka,No,2194500
Mahindra,TUV300,AX7,SUV,Manual,Petrol,2015,104853,2nd,Gujarat,No,586971
Tata,Tiago,XM,Hatchback,Manual,Diesel,2021,90200,2nd,Karnataka,No,252648
Mahindra,XUV500,W8,SUV,Manual,Diesel,2011,121123,2nd,Maharashtra,No,586971
Honda,City,S,Sedan,Manual,Diesel,2002,103549,2nd,Delhi,No,379335
Hyundai,Aura,Base,Sedan,Manual,CNG,2020,131746,1st,Karnataka,Yes,810279
Nissan,Terrano,XV,SUV,Manual,Petrol,2018,55606,1st,Telangana,No,1195771
Tata,Nexon,XZ,SUV,Manual,Petrol,2023,146445,1st,Tamil Nadu,No,1212750
Maruti Suzuki,WagonR,V,Hatchback,Automatic,Diesel,2019,94397,1st,Delhi,No,1252713
Hyundai,Aura,Base,Sedan,Manual,Diesel,2020,125594,1st,Telangana,No,1410750
Honda,Amaze,E,Sedan,Manual,CNG,2013,143581,3rd+,Maharashtra,No,491411
Audi,Q7,Premium Plus,Luxury,Manual,Diesel,2019,47010,1st,Kerala,No,1243550
Toyota,Urban Cruiser,ZX,SUV,Manual,Diesel,2022,115791,2nd,Haryana,No,497712
Ford,Endeavour,Titanium,SUV,Manual,Petrol,2021,142012,1st,Maharashtra,No,1039500
Hyundai,Creta,Era,SUV,Manual,Petrol,2021,56451,2nd,Chhattisgarh,Yes,1017321
MG,Astor,Sharp,SUV,Automatic,Petrol,2023,129162,1st,Gujarat,No,476437
Maruti Suzuki,Swift,Base,Sedan,Manual,Petrol,2012,133708,2nd,Maharashtra,No,606936
Maruti Suzuki,Swift,Base,Sedan,Manual,Petrol,2015,156101,1st,Karnataka,No,1042387
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Diesel,2020,171499,1st,Maharashtra,No,346500
Honda,Jazz,V,Sedan,Manual,Petrol,2013,167039,3rd+,Uttar Pradesh,No,418816
Mahindra,TUV300,W6,SUV,Manual,Hybrid,2018,65152,2nd,Uttar Pradesh,No,280654
Honda,Amaze,E,Sedan,Manual,Diesel,2017,153560,1st,Maharashtra,Yes,648028
Toyota,Innova,ZX,MPV,Manual,Diesel,2020,12143,1st,Assam,No,718200
Toyota,Glanza,G+,Hatchback,Manual,Petrol,2021,125792,1st,Gujarat,No,1155000
Mahindra,TUV300,W4,SUV,Manual,Diesel,2015,47833,1st,Maharashtra,No,1374450
Toyota,Innova,VX,MPV,Manual,Petrol,2016,129644,2nd,Gujarat,No,965580
Toyota,Fortuner,VX,SUV,Manual,Petrol,2011,68944,2nd,Karnataka,No,924060
Hyundai,i20,Magna,Hatchback,Automatic,Petrol,2019,64874,1st,Rajasthan,No,1209169
Honda,Brio,ZX,Hatchback,Manual,Diesel,2011,164019,2nd,Karnataka,No,172497
Honda,Brio,S,Hatchback,Manual,Diesel,2013,48504,1st,Maharashtra,No,423500
Renault,Triber,RXL,MPV,Automatic,Petrol,2020,93144,2nd,Chhattisgarh,No,240015
Mahindra,XUV500,AX5,SUV,Manual,Petrol,2020,28792,1st,Tamil Nadu,No,1155000
Ford,EcoSport,Ambiente,SUV,Manual,Petrol,2020,142023,1st,Gujarat,No,1299375
Renault,Triber,RXL,MPV,Manual,Petrol,2022,175212,2nd,Delhi,No,943800
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Diesel,2011,35482,1st,Gujarat,No,522720
Hyundai,Venue,Base,SUV,Manual,Petrol,2021,93795,2nd,Kerala,No,840054
Maruti Suzuki,Ignis,ZX,Hatchback,Automatic,Diesel,2020,85427,2nd,Telangana,No,1200583
Maruti Suzuki,Alto,V,Hatchback,Manual,CNG,2006,83506,3rd+,Bihar,No,485827
Maruti Suzuki,Ertiga,Base,MPV,Manual,Petrol,2017,133968,1st,Maharashtra,No,577500
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Diesel,2016,30418,1st,Telangana,No,1580040
Hyundai,Grand i10,Magna,Hatchback,Manual,Diesel,2020,58997,2nd,Gujarat,No,757944
Hyundai,i10,SX,Hatchback,Manual,Diesel,2011,93257,3rd+,Karnataka,No,276333
Hyundai,Grand i10,Magna,Hatchback,Manual,Petrol,2016,40437,1st,Karnataka,No,770000
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Electric,2021,85609,1st,Maharashtra,No,2046448
Tata,Nexon,XZ,SUV,Manual,CNG,2019,127518,1st,Delhi,No,1094506
Hyundai,Verna,SX,Sedan,Manual,Diesel,2009,105665,2nd,Delhi,No,303468
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Petrol,2023,149811,1st,Maharashtra,No,712800
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Diesel,2023,95156,1st,Madhya Pradesh,No,1128172
Tata,Nexon,XZA+,SUV,Manual,Electric,2020,81762,2nd,Maharashtra,No,1848120
Toyota,Etios,E,Sedan,Manual,Electric,2015,135823,1st,Punjab,No,312716
Mahindra,TUV300,AX3,SUV,Manual,Diesel,2019,135728,2nd,Telangana,No,586971
Hyundai,Aura,Asta,Sedan,Manual,CNG,2021,71818,1st,Gujarat,No,950061
Maruti Suzuki,S-Presso,Z,Hatchback,Automatic,Diesel,2021,63697,2nd,Karnataka,No,972694
Maruti Suzuki,Ertiga,Z,MPV,Manual,Petrol,2022,38465,1st,Tamil Nadu,No,346500
Tata,Nexon,XZA,SUV,Manual,Petrol,2022,155023,1st,Uttar Pradesh,Yes,769522
Hyundai,Verna,SX(O),Sedan,Manual,Diesel,2018,100021,1st,Delhi,No,1097250
Toyota,Innova,G+,MPV,Manual,Petrol,2016,165624,2nd,Gujarat,No,609840
Hyundai,i20,Asta,Hatchback,Manual,Petrol,2014,92154,2nd,Rajasthan,No,520033
Tata,Altroz,XT,Hatchback,Manual,Diesel,2023,138790,2nd,Jharkhand,No,627000
Maruti Suzuki,Ertiga,Base,MPV,Manual,Diesel,2014,109499,2nd,Maharashtra,No,199650
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Petrol,2021,125383,2nd,Gujarat,No,1089000
Maruti Suzuki,Celerio,Base,Hatchback,Manual,Petrol,2014,128879,3rd+,Karnataka,No,306281
Tata,Harrier,XT,SUV,Manual,Diesel,2021,130173,1st,Tamil Nadu,No,1472625
Maruti Suzuki,Ertiga,L,MPV,Manual,Diesel,2015,59156,1st,Delhi,No,707414
Renault,Triber,RXZ,MPV,Manual,CNG,2019,152574,1st,Karnataka,No,274312
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Diesel,2010,68476,1st,Gujarat,No,552667
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Petrol,2013,64837,2nd,West Bengal,No,750364
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2011,160514,2nd,Maharashtra,No,509826
Maruti Suzuki,Celerio,V,Hatchback,Manual,Petrol,2020,121196,1st,Rajasthan,No,356250
Honda,Brio,E,Hatchback,Manual,Diesel,2017,86044,2nd,Delhi,No,943219
Hyundai,Creta,SX,SUV,Manual,Diesel,2021,116882,1st,West Bengal,No,952875
Hyundai,i20,Base,Hatchback,Automatic,CNG,2013,125000,2nd,Andhra Pradesh,No,576589
Maruti Suzuki,Baleno,L,Hatchback,Manual,Diesel,2018,134058,2nd,Maharashtra,No,243936
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Diesel,2020,172986,1st,Gujarat,No,346500
Chevrolet,Cruze,LS,Sedan,Manual,Diesel,2009,158237,3rd+,Telangana,No,646593
Honda,City,ZX,Sedan,Manual,Diesel,2014,26350,1st,Telangana,No,744876
Maruti Suzuki,Ertiga,Base,MPV,Automatic,Petrol,2023,46576,1st,Karnataka,No,2178000
Maruti Suzuki,Celerio,V,Hatchback,Automatic,Electric,2023,151710,1st,Kerala,No,431062
Toyota,Innova,VX,MPV,Manual,Diesel,2021,116793,2nd,Maharashtra,No,1452000
Hyundai,Aura,Asta,Sedan,Manual,Petrol,2023,77684,1st,Maharashtra,No,1272810
Tata,Tigor,XM,Sedan,Manual,Petrol,2021,114207,1st,Maharashtra,No,862125
Mahindra,XUV500,W11,SUV,Manual,Petrol,2021,25735,1st,Maharashtra,No,2079000
Tata,Nexon,XZA,SUV,Manual,Diesel,2019,30174,2nd,Maharashtra,No,426888
Maruti Suzuki,Alto,Z,Hatchback,Automatic,Diesel,2003,124198,3rd+,Maharashtra,No,117918
Honda,WR-V,V,SUV,Manual,Diesel,2018,26112,1st,Delhi,No,646800
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2012,62722,1st,Tamil Nadu,No,960062
Tata,Harrier,XZA,SUV,Automatic,Diesel,2020,132134,1st,Uttar Pradesh,No,1316700
Maruti Suzuki,Ertiga,Base,MPV,Manual,Petrol,2018,13645,1st,Karnataka,No,1309000
Honda,Amaze,E,Sedan,Manual,Hybrid,2022,61952,1st,Karnataka,No,1527372
Volkswagen,Vento,Highline,Sedan,Manual,CNG,2017,55344,1st,Maharashtra,No,846418
Maruti Suzuki,Celerio,V,Hatchback,Manual,Petrol,2017,161522,2nd,Maharashtra,No,762300
Jaguar,XF,Prestige,Sedan,Manual,Diesel,2012,28864,2nd,Karnataka,No,202312
Hyundai,Grand i10,Sportz,Hatchback,Manual,Electric,2021,117049,2nd,Karnataka,No,319440
MG,ZS EV,Savvy,Luxury,Manual,CNG,2022,10758,1st,Kerala,No,1489125
Nissan,Micra,XE,Hatchback,Manual,Petrol,2015,62134,1st,Maharashtra,No,1071840
Hyundai,Grand i10,Sportz,Hatchback,Manual,Diesel,2023,82057,2nd,Karnataka,No,1010592
Maruti Suzuki,Alto,V,Hatchback,Manual,CNG,2000,91931,2nd,Uttar Pradesh,No,266017
Ford,EcoSport,Titanium+,SUV,Automatic,Diesel,2016,138021,2nd,Delhi,No,880456
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Petrol,2015,26961,2nd,Karnataka,No,951350
Volkswagen,Vento,Highline+,Sedan,Manual,Diesel,2011,170919,2nd,Uttar Pradesh,No,98282
Toyota,Innova,VX,MPV,Manual,CNG,2016,165477,1st,Maharashtra,Yes,322697
Maruti Suzuki,Dzire,Z,Sedan,Manual,Diesel,2015,65798,1st,Madhya Pradesh,No,230841
Honda,Amaze,S,Sedan,Manual,Petrol,2019,115671,1st,Karnataka,No,329175
Hyundai,i20,Base,Hatchback,Manual,Diesel,2022,80746,2nd,Tamil Nadu,Yes,925700
Honda,Jazz,VX,Sedan,Manual,Diesel,2018,47807,2nd,Goa,No,889504
Maruti Suzuki,Ertiga,Z,MPV,Manual,Diesel,2018,176378,1st,Karnataka,Yes,537852
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Diesel,2023,59196,1st,Tamil Nadu,No,765600
Maruti Suzuki,Baleno,V,Hatchback,Manual,Petrol,2021,97914,1st,Tamil Nadu,No,382800
Maruti Suzuki,Ertiga,Base,MPV,Automatic,Petrol,2022,124097,2nd,Maharashtra,No,479160
Maruti Suzuki,Ignis,L,Hatchback,Manual,Diesel,2019,95986,2nd,Karnataka,No,848897
Kia,Sonet,HTX,SUV,Manual,Petrol,2021,72682,1st,Gujarat,No,904365
Hyundai,Venue,SX(O),SUV,Automatic,Diesel,2023,151442,2nd,Delhi,No,670824
Volkswagen,Taigun,Highline,SUV,Manual,Petrol,2022,94570,2nd,Karnataka,No,1591682
Nissan,Magnite,XV Premium,SUV,Manual,Petrol,2021,134747,1st,Karnataka,No,519750
Hyundai,Grand i10,Era,Hatchback,Manual,Petrol,2014,118794,2nd,Maharashtra,No,359370
Maruti Suzuki,Dzire,Z,Sedan,Automatic,Petrol,2022,87724,2nd,Gujarat,No,554436
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Petrol,2017,11383,1st,Karnataka,No,242550
Toyota,Urban Cruiser,ZX,SUV,Manual,Electric,2021,89096,1st,Gujarat,No,596880
Honda,Brio,S,Hatchback,Manual,Petrol,2011,91500,3rd+,Delhi,No,631620
Tata,Tigor,XM,Sedan,Manual,Petrol,2017,11906,2nd,Goa,No,833910
Maruti Suzuki,Alto,ZX,Hatchback,Automatic,CNG,2015,79370,1st,Delhi,No,831654
Toyota,Etios,VX,Sedan,Manual,Petrol,2013,117552,3rd+,Uttar Pradesh,No,223368
Maruti Suzuki,S-Presso,Z,Hatchback,Automatic,Petrol,2023,101643,2nd,Karnataka,No,335412
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Diesel,2023,156008,2nd,Delhi,No,1254528
Mahindra,XUV500,AX7,SUV,Manual,Petrol,2018,91854,2nd,Karnataka,No,495190
Toyota,Fortuner,V,SUV,Manual,Diesel,2010,137929,2nd,Rajasthan,Yes,311381
Maruti Suzuki,Celerio,Base,Hatchback,Manual,Petrol,2016,80357,1st,Gujarat,Yes,377353
Mahindra,Thar,W11,SUV,Manual,Petrol,2013,96690,2nd,Rajasthan,No,840054
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Petrol,2023,170132,1st,Haryana,No,1539000
Honda,WR-V,ZX,SUV,Automatic,Petrol,2018,12961,2nd,Maharashtra,No,1014285
Maruti Suzuki,Alto,Base,Hatchback,Manual,Petrol,2003,24413,1st,Kerala,No,418000
Maruti Suzuki,Ertiga,Base,MPV,Manual,Diesel,2012,51582,1st,West Bengal,No,315810
Kia,Sonet,HTE,SUV,Manual,Petrol,2022,102681,2nd,Karnataka,No,914760
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Petrol,2022,82778,2nd,Tamil Nadu,No,1061121
